Player,#,Team,Pos,HT,WT,Age,Exp,College,Status
Ruben Hyppolite II,N/A,CHI,LB,6'1,236,24,R,Maryland,ACT
D'Marco Jackson,N/A,CHI,LB,6'1,233,27,4,Appalachian State,ACT
Jonah Jackson,73,CHI,RG,6'3,319,29,6,Ohio State,ACT
Grady Jarrett,N/A,CHI,DL,6'1,294,32,11,Clemson,ACT
Jaylon Johnson,N/A,CHI,DB,6'1,195,26,6,Utah,ACT
Braxton Jones,70,CHI,LT,6'5,303,26,4,Southern Utah,ACT
Jaylon Jones,N/A,CHI,DB,5'11,190,28,4,Mississippi,ACT
Case Keenum,N/A,CHI,QB,6'1,220,38,13,Houston,ACT
Cole Kmet,N/A,CHI,TE,6'6,257,26,6,Notre Dame,ACT
Colston Loveland,N/A,CHI,TE,6'6,241,21,R,Michigan,ACT
Nick McCloud,N/A,CHI,DB,6'1,191,27,5,Notre Dame,ACT
Jordan McFadden,74,CHI,LT,6'2,306,26,3,Clemson,ACT
Kyle Monangai,N/A,CHI,RB,5'8,207,23,R,Rutgers,ACT
DJ Moore,N/A,CHI,WR,6'1,213,28,8,Maryland,ACT
Luke Newman,65,CHI,RG,6'3,308,23,R,Michigan State,ACT
Rome Odunze,N/A,CHI,WR,6'3,214,23,2,Washington,ACT
Amen Ogbongbemiga,N/A,CHI,LB,6'1,226,27,5,Oklahoma State,ACT
Jonathan Owens,N/A,CHI,DB,5'11,204,30,7,Missouri Western,ACT
Jalen Reeves-Maybin,N/A,CHI,LB,6'1,230,31,9,Tennessee,ACT
Dominique Robinson,N/A,CHI,DL,6'5,275,27,4,Miami (Ohio),ACT
Cairo Santos,N/A,CHI,K,5'8,173,34,12,Tulane,ACT
Durham Smythe,N/A,CHI,TE,6'5,248,30,8,Notre Dame,ACT
Tyrique Stevenson,N/A,CHI,DB,6'1,212,25,3,Miami,ACT
Montez Sweat,N/A,CHI,DL,6'6,270,29,7,Mississippi State,ACT
D'Andre Swift,N/A,CHI,RB,5'8,204,27,6,Georgia,ACT
Tory Taylor,N/A,CHI,P,6'4,225,28,2,Iowa,ACT
Joe Thuney,62,CHI,LG,6'4,301,33,10,N.C. State,ACT
Joe Tryon-Shoyinka,N/A,CHI,DL,6'5,259,26,5,Washington,ACT
Jahdae Walker,N/A,CHI,WR,6'3,206,23,R,Texas A&M,ACT
Caleb Williams,N/A,CHI,QB,6'1,226,24,2,USC,ACT
Chris Williams,N/A,CHI,DL,6'2,298,27,4,Wagner,ACT
Darnell Wright,58,CHI,RG,6'5,325,24,3,Tennessee,ACT
Nahshon Wright,N/A,CHI,DB,6'4,199,27,5,Oregon State,ACT
Olamide Zaccheaus,N/A,CHI,WR,5'8,199,28,7,Virginia,ACT
Kiran Amegadjie,72,CHI,RG,6'5,326,24,2,Yale,IR
T.J. Edwards,N/A,CHI,LB,6'1,228,29,7,Wisconsin,IR
Deion Hankins,N/A,CHI,RB,5'11,226,25,R,Texas State-San Marcos,IR
Roschon Johnson,N/A,CHI,RB,6'1,227,25,3,Texas,IR
Dayo Odeyingbo,N/A,CHI,DL,6'5,282,26,5,Vanderbilt,IR
Noah Sewell,N/A,CHI,LB,6'1,246,23,3,Oregon,IR
Terell Smith,N/A,CHI,DB,6'1,204,26,3,Minnesota,IR
Ozzy Trapilo,75,CHI,RT,6'8,312,24,R,Boston College,IR
Shemar Turner,N/A,CHI,DL,6'3,293,23,R,Texas A&M,IR
Zah Frazier,N/A,CHI,DB,6'3,186,25,R,Texas-San Antonio,IR
Kyle Allen,N/A,DET,QB,6'3,210,29,7,Houston,ACT
Alex Anzalone,N/A,DET,LB,6'3,234,31,9,Florida,ACT
Kayode Awosika,N/A,DET,G,6'3,322,27,4,Buffalo,ACT
Derrick Barnes,N/A,DET,LB,6'1,240,26,5,Purdue,ACT
Jake Bates,N/A,DET,K,5'10,202,26,2,Arkansas,ACT
Jack Campbell,N/A,DET,LB,6'5,246,25,3,Iowa,ACT
Marcus Davenport,N/A,DET,DE,6'6,285,29,8,Texas-San Antonio,ACT
Taylor Decker,N/A,DET,T,6'7,324,32,10,Ohio State,ACT
Khalil Dorsey,N/A,DET,CB,5'8,188,27,5,Northern Arizona,ACT
Anthony Firkser,N/A,DET,TE,6'2,245,30,7,Harvard,ACT
Jack Fox,N/A,DET,P,6'2,218,29,6,Rice,ACT
Miles Frazier,71,DET,G,6'6,325,24,R,LSU,ACT
Jahmyr Gibbs,N/A,DET,RB,5'9,202,23,3,Alabama,ACT
Graham Glasgow,60,DET,C,6'6,315,33,10,Michigan,ACT
Jared Goff,N/A,DET,QB,6'4,217,31,10,California,ACT
Thomas Harper,N/A,DET,S,5'10,195,25,2,Notre Dame,ACT
Hogan Hatten,N/A,DET,LS,6'2,239,25,2,Idaho,ACT
Aidan Hutchinson,N/A,DET,DE,6'7,268,25,4,Michigan,ACT
Tom Kennedy ,N/A,DET,WR,5'10,195,29,3,Bryant,ACT
Tyler Lacy,N/A,DET,DL,6'4,285,26,3,Oklahoma State,ACT
Roy Lopez,N/A,DET,DL,6'2,312,28,5,Arizona,ACT
Dominic Lovett,N/A,DET,WR,5'10,185,23,R,Georgia,ACT
Avonte Maddox,N/A,DET,DB,5'9,191,29,8,Pittsburgh,ACT
Christian Mahogany,73,DET,LG,6'3,327,25,2,Boston College,ACT
Arthur Maulet,N/A,DET,CB,5'9,190,32,9,Memphis,ACT
Alim McNeill,N/A,DET,DL,6'2,310,25,5,N.C. State,ACT
Jalen Mills,N/A,DET,S,6'1,191,31,10,LSU,ACT
David Montgomery,N/A,DET,RB,5'11,230,28,7,Iowa State,ACT
Al-Quadin Muhammad,N/A,DET,DE,6'3,250,30,8,Miami,ACT
Michael Niese,62,DET,C,6'5,300,28,2,Temple,ACT
Trevor Nowaske,N/A,DET,LB,6'3,237,27,3,Saginaw Valley State,ACT
Tate Ratledge,69,DET,G,6'6,315,24,R,Georgia,ACT
Kalif Raymond,N/A,DET,WR,5'8,180,31,9,Holy Cross,ACT
DJ Reader,N/A,DET,DL,6'3,330,31,10,Clemson,ACT
D.J. Reed,N/A,DET,CB,5'9,190,29,8,Kansas State,ACT
Amik Robertson,N/A,DET,CB,5'9,183,27,6,Louisiana Tech,ACT
Malcolm Rodriguez,N/A,DET,LB,5'11,230,26,4,Oklahoma State,ACT
Jacob Saylors,N/A,DET,RB,5'11,195,25,1,East Tennessee State,ACT
Penei Sewell,N/A,DET,T,6'5,335,25,5,Oregon,ACT
Dan Skipper,N/A,DET,T,6'9,334,31,6,Arkansas,ACT
Amon-Ra St. Brown,N/A,DET,WR,6'1,202,26,5,USC,ACT
Grant Stuard,N/A,DET,LB,5'11,225,27,5,Houston,ACT
Isaac TeSlaa,N/A,DET,WR,6'4,214,23,R,Arkansas,ACT
Daniel Thomas,N/A,DET,S,5'10,215,27,6,Auburn,ACT
Sione Vaki,N/A,DET,RB,5'11,216,24,2,Utah,ACT
Tyrus Wheat,N/A,DET,DE,6'2,263,26,3,Mississippi State,ACT
Nick Whiteside,N/A,DET,CB,6'1,200,25,1,Saginaw Valley State,ACT
Jameson Williams,N/A,DET,WR,6'1,182,24,4,Alabama,ACT
Tyleik Williams,N/A,DET,DL,6'3,328,22,R,Ohio State,ACT
Mekhi Wingo,N/A,DET,DL,6'1,288,22,2,LSU,ACT
Rock Ya-Sin,N/A,DET,CB,5'11,195,29,7,Temple,ACT
Shane Zylstra ,N/A,DET,TE,6'4,244,29,4,Minnesota State,ACT
Terrion Arnold,N/A,DET,CB,6'1,195,22,2,Alabama,IR
Brian Branch,N/A,DET,DB,6'1,203,24,3,Alabama,IR
Trystan Colon,57,DET,C,6'3,317,27,6,Missouri,IR
Zach Cunningham,N/A,DET,LB,6'3,230,31,9,Vanderbilt,IR
Dan Jackson,N/A,DET,S,6'1,195,25,R,Georgia,IR
Jamarco Jones ,N/A,DET,T,6'4,315,29,6,Ohio State,IR
Kerby Joseph,N/A,DET,S,6'1,210,25,4,Illinois,IR
Sam LaPorta,N/A,DET,TE,6'3,245,25,3,Iowa,IR
Giovanni Manu,59,DET,LT,6'7,350,25,2,University of British Columbia,IR
Ennis Rakestraw Jr.,N/A,DET,CB,5'11,188,23,2,Missouri,IR
Colby Sorsdal,75,DET,T,6'6,315,25,3,William & Mary,IR
Ezekiel Turner,N/A,DET,LB,6'2,225,29,8,Washington,IR
Brock Wright,N/A,DET,TE,6'5,254,27,5,Notre Dame,IR
Josh Paschal,N/A,DET,DE,6'3,275,26,4,Kentucky,IR
Levi Onwuzurike,N/A,DET,DL,6'3,304,27,5,Washington,IR
Johnathan Baldwin,N/A,GB,S,6'1,190,23,R,UNLV,ACT
Aaron Banks,N/A,GB,G,6'5,325,28,5,Notre Dame,ACT
Shemar Bartholomew,N/A,GB,CB,6'1,200,25,2,Georgia Southern,ACT
Anthony Belton,N/A,GB,T,6'6,336,24,R,North Carolina State,ACT
Warren Brinson,N/A,GB,DL,6'5,315,24,R,Georgia,ACT
Chris Brooks,N/A,GB,RB,6'1,219,26,3,BYU,ACT
Karl Brooks,N/A,GB,DL,6'3,296,25,3,Bowling Green,ACT
Javon Bullard,N/A,GB,S,5'10,198,23,2,Georgia,ACT
Edgerrin Cooper,N/A,GB,LB,6'2,229,24,2,Texas A&M,ACT
Brenton Cox Jr.,N/A,GB,DL,6'4,250,26,3,Florida,ACT
Romeo Doubs,N/A,GB,WR,6'2,204,25,4,Nevada,ACT
Kingsley Enagbare,N/A,GB,DL,6'4,258,26,4,South Carolina,ACT
Jonathan Ford,N/A,GB,DL,6'5,338,27,3,Miami,ACT
Rashan Gary,N/A,GB,DL,6'5,277,28,7,Michigan,ACT
Matthew Golden,N/A,GB,WR,5'11,191,22,R,Texas,ACT
Ty'Ron Hopper,N/A,GB,LB,6'2,228,24,2,Missouri,ACT
Josh Jacobs,N/A,GB,RB,5'10,223,28,7,Alabama,ACT
Jakobie Keeney-James,N/A,GB,WR,6'1,190,25,R,UMass,ACT
Darian Kinnard,N/A,GB,T,6'5,322,26,3,Kentucky,ACT
Jordan Love,N/A,GB,QB,6'4,219,27,6,Utah State,ACT
Isaiah McDuffie,N/A,GB,LB,6'1,227,26,5,Boston College,ACT
Xavier McKinney,N/A,GB,S,6'1,201,26,6,Alabama,ACT
Brandon McManus,N/A,GB,K,6'3,201,34,12,Temple,ACT
Jacob Monk,N/A,GB,C,6'3,308,24,2,Duke,ACT
Jordan Morgan,N/A,GB,T,6'5,311,24,2,Arizona,ACT
Arron Mosby,N/A,GB,DL,6'3,250,26,3,Fresno State,ACT
Luke Musgrave,N/A,GB,TE,6'6,253,25,3,Oregon State,ACT
Nick Niemann,N/A,GB,LB,6'3,234,28,5,Iowa,ACT
Keisean Nixon,N/A,GB,CB,5'10,200,28,7,South Carolina,ACT
Kitan Oladapo,N/A,GB,S,6'2,216,25,2,Oregon State,ACT
Collin Oliver,N/A,GB,DL,6'2,240,23,R,Oklahoma State,ACT
Matt Orzech,N/A,GB,LS,6'3,245,30,6,Azusa Pacific,ACT
Jayden Reed,N/A,GB,WR,5'11,187,25,3,Michigan State,ACT
Sean Rhyan,N/A,GB,G,6'5,321,25,4,UCLA,ACT
Desmond Ridder,N/A,GB,QB,6'3,211,26,4,Cincinnati,ACT
Jaylin Simpson,N/A,GB,DB,6'1,180,25,1,Auburn,ACT
Lecitus Smith,N/A,GB,G,6'3,314,27,3,Virginia Tech,ACT
Barryn Sorrell,N/A,GB,DL,6'3,256,23,R,Texas,ACT
Nazir Stackhouse,N/A,GB,DL,6'4,327,23,R,Georgia,ACT
Zach Tom,50,GB,RT,6'4,304,26,4,Wake Forest,ACT
Carrington Valentine,N/A,GB,CB,6'1,189,24,3,Kentucky,ACT
Lukas Van Ness,N/A,GB,DL,6'5,272,24,3,Iowa,ACT
Quay Walker,N/A,GB,LB,6'4,241,25,4,Georgia,ACT
Rasheed Walker,N/A,GB,T,6'6,324,26,4,Penn State,ACT
Christian Watson,N/A,GB,WR,6'4,208,26,4,North Dakota State,ACT
Daniel Whelan,N/A,GB,P,6'5,216,27,3,UC Davis,ACT
Josh Whyle,N/A,GB,TE,6'7,248,26,3,Cincinnati,ACT
Dontayvion Wicks,N/A,GB,WR,6'1,206,24,3,Virginia,ACT
Evan Williams,N/A,GB,S,5'11,200,24,2,Oregon,ACT
Malik Willis,N/A,GB,QB,6'1,225,26,4,Liberty,ACT
Emanuel Wilson,N/A,GB,RB,5'10,226,26,3,Fort Valley State University,ACT
Colby Wooden,N/A,GB,DL,6'4,273,25,3,Auburn,ACT
Zayne Anderson,N/A,GB,S,6'2,206,29,3,BYU,IR
John FitzPatrick,N/A,GB,TE,6'7,262,25,4,Georgia,IR
Travis Glover,N/A,GB,T,6'6,317,25,2,Georgia State,IR
Kamal Hadden,N/A,GB,CB,6'1,192,25,1,Tennessee,IR
Nate Hobbs,N/A,GB,CB,6'1,195,26,5,Illinois,IR
Elgton Jenkins,N/A,GB,C,6'5,311,30,7,Mississippi State,IR
Donovan Jennings,N/A,GB,G,6'4,323,26,1,South Florida,IR
Tucker Kraft,N/A,GB,TE,6'5,259,25,3,South Dakota State,IR
MarShawn Lloyd,N/A,GB,RB,5'9,220,25,2,USC,IR
Bo Melton,N/A,GB,CB,5'11,189,26,2,Rutgers,IR
Micah Parsons,N/A,GB,DL,6'3,250,26,5,Penn State,IR
Jordon Riley,N/A,GB,DL,6'5,338,27,3,Oregon,IR
Kristian Welch,N/A,GB,LB,6'3,240,27,6,Iowa,IR
Savion Williams,N/A,GB,WR,6'4,222,24,R,TCU,IR
Devonte Wyatt,N/A,GB,DL,6'3,304,27,4,Georgia,IR
John Williams,N/A,GB,G,6'4,322,24,R,Cincinnati,IR
Jordan Addison,N/A,MIN,WR,5'11,179,24,3,USC,ACT
Jonathan Allen,N/A,MIN,DL,6'3,300,31,9,Alabama,ACT
Tyler Batty,N/A,MIN,OLB,6'6,271,26,R,BYU,ACT
Blake Brandel,N/A,MIN,G,6'6,315,29,5,Oregon State,ACT
Max Brosmer,N/A,MIN,QB,6'2,218,24,R,Minnesota,ACT
Henry Byrd,N/A,MIN,G,6'5,314,26,1,Princeton,ACT
Blake Cashman,N/A,MIN,LB,6'1,235,29,7,Minnesota,ACT
Chaz Chambliss,N/A,MIN,OLB,6'1,244,23,R,Georgia,ACT
Ty Chandler,N/A,MIN,RB,5'11,205,27,4,North Carolina,ACT
Andrew DePaola,N/A,MIN,LS,6'1,227,38,11,Rutgers,ACT
Tai Felton,N/A,MIN,WR,6'1,186,22,R,Maryland,ACT
Will Fries,N/A,MIN,G,6'6,321,27,5,Penn State,ACT
C.J. Ham,N/A,MIN,FB,5'11,250,32,9,Augustana (S.D.),ACT
Javon Hargrave,N/A,MIN,DL,6'2,307,33,10,South Carolina State,ACT
T.J. Hockenson,N/A,MIN,TE,6'5,248,28,7,Iowa,ACT
Joe Huber,N/A,MIN,G,6'5,310,23,R,Wisconsin,ACT
Tyrion Ingram-Dawkins,N/A,MIN,DL,6'5,290,22,R,Georgia,ACT
Donovan Jackson,74,MIN,G,6'4,324,23,R,Ohio State,ACT
Theo Jackson,N/A,MIN,S,6'1,205,27,4,Tennessee,ACT
Justin Jefferson,N/A,MIN,WR,6'1,195,26,6,LSU,ACT
Aaron Jones Sr.,N/A,MIN,RB,5'10,208,31,9,Texas-El Paso,ACT
Michael Jurgens,N/A,MIN,G,6'5,311,26,2,Wake Forest,ACT
Jordan Mason,N/A,MIN,RB,5'11,230,26,4,Georgia Tech,ACT
J.J. McCarthy,N/A,MIN,QB,6'3,219,23,2,Michigan,ACT
Dwight McGlothern,N/A,MIN,CB,6'2,185,24,2,Arkansas,ACT
Fabian Moreau,N/A,MIN,CB,6'1,204,31,9,UCLA,ACT
Byron Murphy Jr.,N/A,MIN,CB,5'11,190,28,7,Washington,ACT
Jalen Nailor,N/A,MIN,WR,5'11,199,26,4,Michigan State,ACT
Josh Oliver,N/A,MIN,TE,6'5,264,28,7,San Jose State,ACT
Brian O'Neill,N/A,MIN,T,6'7,310,30,8,Pittsburgh,ACT
Ivan Pace Jr.,N/A,MIN,LB,5'10,236,25,3,Cincinnati,ACT
Myles Price,N/A,MIN,WR,5'9,183,24,R,Indiana,ACT
Jalen Redmond,N/A,MIN,DL,6'3,305,26,2,Oklahoma,ACT
Will Reichard,N/A,MIN,K,6'1,190,25,2,Alabama,ACT
Bo Richter,N/A,MIN,OLB,6'1,248,25,2,Air Force,ACT
Isaiah Rodgers,N/A,MIN,CB,5'10,180,28,5,UMass Amherst,ACT
Levi Drake Rodriguez,N/A,MIN,DL,6'2,307,25,2,Texas A&M-Commerce,ACT
Walter Rouse,N/A,MIN,T,6'6,330,24,2,Oklahoma,ACT
Brett Rypien,N/A,MIN,QB,6'2,210,29,7,Boise State,ACT
Zavier Scott,N/A,MIN,RB,6'1,221,26,1,Maine,ACT
Ben Sims,N/A,MIN,TE,6'5,250,25,3,Baylor,ACT
Justin Skule,N/A,MIN,T,6'6,315,29,6,Vanderbilt,ACT
Harrison Smith,N/A,MIN,S,6'2,211,37,14,Notre Dame,ACT
Taki Taimani,N/A,MIN,DL,6'1,324,26,2,Oregon,ACT
Tavierre Thomas,N/A,MIN,S,5'10,212,29,8,Ferris State,ACT
Dallas Turner,N/A,MIN,OLB,6'3,247,23,2,Alabama,ACT
Andrew Van Ginkel,N/A,MIN,OLB,6'4,242,30,7,Wisconsin,ACT
Zemaiah Vaughn,N/A,MIN,CB,6'3,180,23,R,Utah,ACT
Jay Ward,N/A,MIN,S,6'1,190,25,3,LSU,ACT
Eric Wilson,N/A,MIN,LB,6'1,231,31,9,Cincinnati,ACT
John Wolford,N/A,MIN,QB,6'1,218,30,5,Wake Forest,ACT
Ryan Wright,N/A,MIN,P,6'3,245,25,4,Tulane,ACT
Ben Yurosek,N/A,MIN,TE,6'4,251,23,R,Georgia,ACT
Zeke Correll,N/A,MIN,C,6'3,307,25,R,N.C. State,IR
Christian Darrisaw,N/A,MIN,T,6'5,315,26,5,Virginia Tech,IR
Jonathan Greenard,N/A,MIN,OLB,6'3,259,28,6,Florida,IR
Ryan Kelly,N/A,MIN,C,6'4,307,32,10,Alabama,IR
Joshua Metellus,N/A,MIN,S,5'11,208,28,6,Michigan,IR
Rondale Moore,N/A,MIN,WR,5'7,181,25,5,Purdue,IR
Matt Nelson,69,MIN,T,6'7,315,30,5,Iowa,IR
Jeff Okudah,N/A,MIN,CB,6'1,205,27,6,Ohio State,IR
Carson Wentz,N/A,MIN,QB,6'5,237,33,10,North Dakota State,IR
Elijah Williams,N/A,MIN,DL,6'3,298,23,R,Morgan State,IR
Gavin Bartholomew,N/A,MIN,TE,6'5,249,22,R,Pittsburgh,IR
Marcus Banks,N/A,TB,S,6'1,190,25,1,Mississippi State,ACT
Graham Barton,N/A,TB,C,6'5,314,23,2,Duke,ACT
Connor Bazelak,N/A,TB,QB,6'3,225,25,R,Bowling Green,ACT
Chris Braswell,N/A,TB,OLB,6'3,255,24,2,Alabama,ACT
Ben Bredeson,N/A,TB,G,6'5,315,27,6,Michigan,ACT
Teddy Bridgewater,N/A,TB,QB,6'2,210,33,11,Louisville,ACT
Benjamin Chukwuma,N/A,TB,T,6'6,310,24,R,Georgia State,ACT
Devin Culp,N/A,TB,TE,6'4,237,26,2,Washington,ACT
Lavonte David,N/A,TB,LB,6'1,233,36,14,Nebraska,ACT
Jamel Dean,N/A,TB,CB,6'1,206,29,7,Auburn,ACT
Evan Deckers,N/A,TB,LS,6'3,252,26,2,Duke,ACT
SirVocea Dennis,N/A,TB,LB,6'1,230,25,3,Pittsburgh,ACT
Yaya Diaby,N/A,TB,OLB,6'4,270,26,3,Louisville,ACT
Riley Dixon,N/A,TB,P,6'4,221,32,10,Syracuse,ACT
Payne Durham,N/A,TB,TE,6'5,255,25,3,Purdue,ACT
Emeka Egbuka,N/A,TB,WR,6'1,205,23,R,Ohio State,ACT
Mike Evans,N/A,TB,WR,6'5,231,32,12,Texas A&M,ACT
Dan Feeney,N/A,TB,G,6'4,310,31,9,Indiana,ACT
Marshall Foerner,N/A,TB,T,6'6,303,25,R,Minnesota State-Mankata,ACT
Greg Gaines,N/A,TB,DL,6'1,312,29,7,Washington,ACT
Chris Godwin Jr.,N/A,TB,WR,6'1,209,29,9,Penn State,ACT
Luke Goedeke,N/A,TB,T,6'5,312,27,4,Central Michigan,ACT
J.T. Gray,N/A,TB,S,6'1,202,30,8,Mississippi State,ACT
Garrett Greene,N/A,TB,WR,5'11,201,24,R,West Virginia,ACT
Luke Haggard,N/A,TB,T,6'7,305,26,1,Indiana,ACT
Logan Hall,N/A,TB,DL,6'6,283,25,4,Houston,ACT
Josh Hayes,N/A,TB,CB,6'1,190,26,3,Kansas State,ACT
Charlie Heck,N/A,TB,T,6'8,311,29,6,North Carolina,ACT
Dennis Houston,N/A,TB,WR,6'1,190,26,1,Western Illinois,ACT
Nash Hutmacher,N/A,TB,DL,6'4,310,24,R,Nebraska,ACT
Bucky Irving,N/A,TB,RB,5'10,195,23,2,Oregon,ACT
Christian Izien,N/A,TB,S,5'10,200,25,3,Rutgers,ACT
Nick Jackson,N/A,TB,LB,6'1,235,25,R,Iowa,ACT
Kameron Johnson,N/A,TB,WR,5'10,170,23,2,Barton College,ACT
Tez Johnson,N/A,TB,WR,5'10,165,23,R,Oregon,ACT
Deion Jones,N/A,TB,LB,6'1,222,31,9,LSU,ACT
Jayson Jones,N/A,TB,DL,6'6,335,24,R,Auburn,ACT
Mike Jordan,N/A,TB,G,6'6,312,28,6,Ohio State,ACT
Mohamed Kamara,N/A,TB,OLB,6'1,253,25,2,Colorado State,ACT
Calijah Kancey,N/A,TB,DL,6'1,280,24,3,Pittsburgh,ACT
Ko Kieft,N/A,TB,TE,6'5,265,28,4,Minnesota,ACT
Elijah Klein,N/A,TB,G,6'4,319,25,2,UTEP,ACT
Cody Mauch,N/A,TB,G,6'6,303,27,3,North Dakota State,ACT
Baker Mayfield,N/A,TB,QB,6'1,215,30,8,Oklahoma,ACT
Zyon McCollum,N/A,TB,CB,6'2,199,26,4,Sam Houston State,ACT
Chase McLaughlin,N/A,TB,K,6'1,190,29,7,Illinois,ACT
Jalen McMillan,N/A,TB,WR,6'1,192,24,2,Washington,ACT
Benjamin Morrison,N/A,TB,CB,6'1,190,21,R,Notre Dame,ACT
Anthony Nelson,N/A,TB,OLB,6'7,271,28,7,Iowa,ACT
Cade Otton,N/A,TB,TE,6'5,247,26,4,Washington,ACT
Jacob Parrish,N/A,TB,CB,5'10,198,21,R,Kansas State,ACT
Jason Pierre-Paul,N/A,TB,OLB,6'5,270,37,14,University of South Florida,ACT
Haason Reddick,N/A,TB,OLB,6'1,240,31,9,Temple,ACT
Elijah Roberts,N/A,TB,DL,6'4,295,24,R,SMU,ACT
JJ Roberts,N/A,TB,S,6'1,195,24,R,Marshall,ACT
Ben Scott,N/A,TB,G,6'5,310,25,R,Nebraska,ACT
Sterling Shepard,N/A,TB,WR,5'10,194,33,10,Oklahoma,ACT
Elijah Simmons,N/A,TB,DL,6'1,334,24,R,Tennessee,ACT
Tykee Smith,N/A,TB,S,5'10,202,25,2,Georgia,ACT
Sean Tucker,N/A,TB,RB,5'10,205,24,3,Syracuse,ACT
Vita Vea,N/A,TB,NT,6'4,347,31,8,Washington,ACT
Kindle Vildor,N/A,TB,CB,5'11,189,28,6,Georgia Southern,ACT
Anthony Walker Jr.,N/A,TB,LB,6'1,235,30,9,Northwestern,ACT
David Walker,N/A,TB,OLB,6'2,260,25,R,Central Arkansas,ACT
Markees Watts,N/A,TB,OLB,6'1,240,26,3,Charlotte,ACT
Rachaad White,N/A,TB,RB,6'1,214,27,4,Arizona State,ACT
Benton Whitley,N/A,TB,OLB,6'4,255,27,4,Holy Cross,ACT
Michael Wiley,N/A,TB,RB,6'1,209,24,1,Arizona,ACT
Damarion Williams,N/A,TB,CB,5'10,180,27,3,Houston,ACT
Josh Williams,N/A,TB,RB,5'9,210,25,R,LSU,ACT
Antoine Winfield Jr.,N/A,TB,S,5'9,203,27,6,Minnesota,ACT
Tristan Wirfs,N/A,TB,T,6'5,320,27,6,Iowa,ACT
Rashad Wisdom,N/A,TB,S,5'9,210,24,1,Texas-San Antonio,ACT
Owen Wright,N/A,TB,RB,5'9,217,26,2,Monmouth,ACT
Dee Alford,N/A,ATL,CB,5'11,180,28,4,Tusculum College,ACT
Tyler Allgeier,N/A,ATL,RB,5'10,225,25,4,BYU,ACT
Jessie Bates III,N/A,ATL,S,6'1,210,28,8,Wake Forest,ACT
Matthew Bergeron,65,ATL,LT,6'5,315,25,3,Syracuse,ACT
JD Bertrand,N/A,ATL,ILB,6'1,230,25,2,Notre Dame,ACT
Natrone Brooks,N/A,ATL,CB,5'11,175,26,2,Southern Mississippi,ACT
Cobee Bryant,N/A,ATL,CB,6'1,180,24,R,Kansas,ACT
Nathan Carter,N/A,ATL,RB,5'10,202,23,R,Michigan State,ACT
Kirk Cousins,N/A,ATL,QB,6'3,205,37,14,Michigan State,ACT
Divine Deablo,N/A,ATL,ILB,6'3,223,27,5,Virginia Tech,ACT
Brandon Dorlus,N/A,ATL,DL,6'3,295,24,2,Oregon,ACT
Dylan Drummond,N/A,ATL,WR,6'1,190,26,1,Eastern Michigan,ACT
Arnold Ebiketie,N/A,ATL,DE,6'2,250,27,4,Penn State,ACT
Kaden Elliss,N/A,ATL,ILB,6'2,240,30,7,Idaho,ACT
Leonard Floyd,N/A,ATL,DE,6'3,240,33,10,Georgia,ACT
Mike Ford Jr,N/A,ATL,CB,6'1,199,30,8,Southeast Missouri State,ACT
Feleipe Franks,N/A,ATL,TE,6'6,241,28,3,Arkansas,ACT
Elijah Garcia,N/A,ATL,DL,6'5,302,27,2,Rice,ACT
Zane Gonzalez,N/A,ATL,K,6'1,202,30,8,Arizona State,ACT
Jovaughn Gwyn,52,ATL,C,6'2,310,26,3,South Carolina,ACT
Ronnie Harrison,N/A,ATL,ILB,6'3,214,28,8,Alabama,ACT
Malik Heath,N/A,ATL,WR,6'2,213,25,3,Mississippi,ACT
C.J. Henderson,N/A,ATL,CB,6'1,205,27,6,Florida,ACT
Kyle Hinton,68,ATL,G,6'2,315,27,3,Washburn,ACT
Michael Jerrell,N/A,ATL,T,6'5,309,26,2,Findlay,ACT
Khalid Kareem,N/A,ATL,DE,6'4,255,27,4,Notre Dame,ACT
Chris Lindstrom,N/A,ATL,G,6'4,310,28,7,Boston College,ACT
Drake London,N/A,ATL,WR,6'4,215,24,4,USC,ACT
LaCale London,N/A,ATL,DL,6'3,297,28,2,Western Illinois,ACT
Jake Matthews,N/A,ATL,T,6'5,310,34,12,Texas A&M,ACT
Liam McCullough,N/A,ATL,LS,6'2,245,28,4,Ohio State,ACT
Darnell Mooney,N/A,ATL,WR,5'11,180,28,6,Tulane,ACT
Jack Nelson,69,ATL,LT,6'7,314,24,R,Wisconsin,ACT
Ryan Neuzil,64,ATL,C,6'3,305,28,4,Appalachian State,ACT
David Onyemata,N/A,ATL,DL,6'4,310,33,10,Manitoba (Canada),ACT
Ruke Orhorhoro,N/A,ATL,DL,6'4,295,24,2,Clemson,ACT
James Pearce Jr.,N/A,ATL,DE,6'5,243,22,R,University of Tennessee,ACT
Bradley Pinion,N/A,ATL,P,6'5,265,31,11,Clemson,ACT
Kyle Pitts Sr.,N/A,ATL,TE,6'6,250,25,5,Florida,ACT
Teagan Quitoriano,N/A,ATL,TE,6'6,259,25,4,Oregon State,ACT
Bijan Robinson,N/A,ATL,RB,5'11,215,24,3,Texas,ACT
Jammie Robinson,N/A,ATL,SAF,5'11,195,25,3,Florida State,ACT
David Sills V,N/A,ATL,WR,6'3,211,30,3,West Virginia,ACT
Easton Stick,N/A,ATL,QB,6'1,224,30,6,North Dakota State,ACT
